[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2021-11-17 12:31:01.743289 I | etcdmain: etcd Version: 3.4.13
2021-11-17 23:45:03.921661 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:45:13.889987 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:45:23.886415 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:45:33.887036 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:45:43.853374 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:45:53.857386 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:46:03.887625 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:46:13.834612 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:46:24.637437 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:46:33.818805 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:46:43.769920 W | etcdserver: read-only range request "key:\"/registry/events/\" range_end:\"/registry/events0\" count_only:true " with result "range_response_count:0 size:8" took too long (114.1804ms) to execute
2021-11-17 23:46:43.789954 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:46:53.787159 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:47:03.790299 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:47:13.752059 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:47:23.746977 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:47:33.747860 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:47:43.726176 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:47:53.717813 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:48:03.719013 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:48:13.686811 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:48:23.683719 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:48:33.684827 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:48:40.059561 I | mvcc: store.index: compact 26967
2021-11-17 23:48:40.061025 I | mvcc: finished scheduled compaction at 26967 (took 1.1798ms)
2021-11-17 23:48:43.649653 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:48:53.649776 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:49:03.652606 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:49:13.616315 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:49:23.616801 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:49:33.615195 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:49:43.580821 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:49:53.581575 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:50:03.592901 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:50:13.536135 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:50:23.534768 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:50:33.535094 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:50:43.503107 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:50:53.511281 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:51:03.501202 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:51:13.467222 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:51:23.468819 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:51:33.468695 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:51:43.435001 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:51:53.436194 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:52:03.437603 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:52:13.398862 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:52:23.399883 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:52:33.402494 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:52:43.387328 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:52:53.366546 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:53:03.367070 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:53:13.340026 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:53:23.332293 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:53:33.334528 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:53:39.763837 I | mvcc: store.index: compact 27332
2021-11-17 23:53:39.791689 I | mvcc: finished scheduled compaction at 27332 (took 12.5408ms)
2021-11-17 23:53:43.308252 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:53:53.299192 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:54:03.297209 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:54:13.269821 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:54:23.265653 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:54:33.263770 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:54:43.231759 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:54:53.227661 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:55:03.233059 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:55:13.199504 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:55:23.196613 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:55:33.199462 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:55:43.164946 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:55:53.160140 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:56:03.166748 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:56:13.127709 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:56:23.126891 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:56:33.126767 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:56:43.097550 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:56:53.093570 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:57:03.098298 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:57:13.057043 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:57:23.058094 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:57:33.059458 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:57:43.028885 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:57:53.027125 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:58:03.067589 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:58:12.997447 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:58:23.007415 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:58:32.997834 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:58:39.499798 I | mvcc: store.index: compact 27686
2021-11-17 23:58:39.503752 I | mvcc: finished scheduled compaction at 27686 (took 3.6505ms)
2021-11-17 23:58:42.983393 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:58:52.974382 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:59:02.964417 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:59:12.924818 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:59:22.925703 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:59:32.925933 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:59:42.906803 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:59:52.892651 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:59:53.759860 W | etcdserver: read-only range request "key:\"/registry/minions/docker-desktop\" " with result "range_response_count:1 size:5125" took too long (140.796ms) to execute
2021-11-17 23:59:53.763397 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:342" took too long (143.3386ms) to execute
2021-11-18 00:00:02.903880 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:00:04.866977 W | etcdserver: request "header:<ID:8247917403578719331 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/192.168.65.4\" mod_revision:28139 > success:<request_put:<key:\"/registry/masterleases/192.168.65.4\" value_size:68 lease:8247917403578719329 >> failure:<request_range:<key:\"/registry/masterleases/192.168.65.4\" > >>" with result "size:18" took too long (236.005ms) to execute
2021-11-18 00:00:12.876213 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:00:22.856028 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:00:32.859862 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:00:42.823814 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:00:52.823837 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:01:02.828111 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:01:12.787654 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:01:22.785646 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:01:32.793725 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:01:42.756108 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:01:52.755617 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:02:02.755905 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:02:12.722104 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:02:22.722398 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:02:32.720191 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:02:42.686943 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:02:52.686270 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:03:02.685892 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:03:12.652202 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:03:22.655477 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:03:32.653552 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:03:39.179973 I | mvcc: store.index: compact 28050
2021-11-18 00:03:39.182768 I | mvcc: finished scheduled compaction at 28050 (took 1.1126ms)
2021-11-18 00:03:42.619592 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:03:52.618074 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:04:02.620527 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:04:51.325201 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:05:01.327584 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:05:11.325739 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:05:21.299645 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:05:31.295510 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:05:41.295480 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:35:43.920236 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:35:53.920607 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:36:03.922588 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:36:13.887912 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:36:23.891390 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:36:33.887061 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:36:43.853585 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:36:53.852895 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:37:03.855139 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:37:13.818793 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:37:23.821701 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:37:33.819706 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:37:43.788314 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:37:53.787094 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:38:03.787702 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:38:13.752645 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:38:23.752537 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:38:33.750767 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:38:43.718712 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:38:53.718054 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:39:03.717760 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:39:10.254696 I | mvcc: store.index: compact 28406
2021-11-18 00:39:10.255977 I | mvcc: finished scheduled compaction at 28406 (took 891.1µs)
2021-11-18 00:39:13.686402 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:39:23.683156 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:39:33.683304 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:39:43.651364 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:39:53.649806 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:40:03.651486 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:40:13.616278 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:40:23.616242 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:40:33.617625 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:40:43.584126 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:40:53.583151 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:41:03.581156 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:41:13.549941 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:41:23.549969 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:41:33.547468 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:41:43.514360 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:41:53.517035 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:42:03.513975 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:42:13.478683 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:42:23.481752 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:42:33.479669 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:42:43.446609 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:42:53.447063 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:43:03.445940 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:43:13.412215 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:43:23.414671 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:43:33.414475 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:43:43.381082 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:43:53.381776 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:44:03.377973 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:44:09.926340 I | mvcc: store.index: compact 28771
2021-11-18 00:44:09.927851 I | mvcc: finished scheduled compaction at 28771 (took 1.1442ms)
2021-11-18 00:44:13.344136 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:44:23.345339 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:44:33.343587 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:44:43.309543 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:44:53.311573 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:45:03.310400 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:45:13.277892 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:45:23.276164 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:45:33.280175 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:45:43.243026 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:45:53.242798 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:46:03.241153 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:46:13.210868 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:46:23.207846 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:46:33.207765 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:46:43.174401 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:46:53.175405 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:47:03.176540 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:47:13.140409 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:47:23.141758 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:47:33.139390 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:47:43.107252 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:47:53.105771 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:48:03.109219 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:48:13.074203 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:48:23.073620 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:48:33.072811 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:48:43.038518 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:48:53.039985 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:49:03.040430 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:49:09.597641 I | mvcc: store.index: compact 29140
2021-11-18 00:49:09.604242 I | mvcc: finished scheduled compaction at 29140 (took 5.6663ms)
2021-11-18 00:49:13.002988 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:49:23.004876 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:49:33.003325 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:49:42.972260 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:49:52.972399 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:50:02.969792 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:50:12.937389 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:50:22.937203 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:50:32.937418 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:50:42.903366 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:50:52.904120 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:51:02.901667 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:51:12.871902 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:51:22.869893 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:51:32.868068 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:51:42.835285 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:51:52.835394 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:52:02.837711 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:52:12.801993 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:52:22.804127 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:52:32.802665 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:52:42.767171 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:52:52.769605 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:53:02.768489 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:53:12.733666 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:53:22.733504 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:53:32.732274 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:53:42.698859 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:53:52.701771 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:54:02.698097 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:54:09.269096 I | mvcc: store.index: compact 29504
2021-11-18 00:54:09.274750 I | mvcc: finished scheduled compaction at 29504 (took 3.618ms)
2021-11-18 00:54:12.665721 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:54:22.665707 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:54:32.664149 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:54:42.632955 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:54:52.630203 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:55:02.629799 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:55:12.596846 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:55:22.596888 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:55:32.596702 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:55:42.564039 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:55:52.562772 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:56:02.565671 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:56:12.532972 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:56:22.529515 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:56:32.529123 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:56:42.495503 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:56:52.496874 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:57:02.497194 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:57:12.461261 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:57:22.462388 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:57:32.461722 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:57:42.426823 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:57:52.429053 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:58:02.429051 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:58:12.393953 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:58:22.395861 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:58:32.393744 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:58:42.359099 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:58:52.358878 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:59:02.360112 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:59:08.940226 I | mvcc: store.index: compact 29876
2021-11-18 00:59:08.942269 I | mvcc: finished scheduled compaction at 29876 (took 1.0442ms)
2021-11-18 00:59:12.325066 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:59:22.328446 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:59:32.324362 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:59:42.294429 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 00:59:52.291926 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:00:02.291178 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:00:12.259215 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:00:22.260313 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:00:32.257052 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:00:42.223235 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:00:52.225398 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:01:02.224187 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:01:12.189054 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:01:22.193225 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:01:32.190521 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:01:42.156665 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:01:52.155542 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:02:02.156761 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:02:12.122146 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:02:22.121056 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:02:32.121502 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:02:42.090783 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:02:52.088344 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:03:02.088521 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:03:12.054593 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:03:22.055547 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:03:32.052750 I | etcdserver/api/etcdhttp: /health OK (status code 200)
